REGIÓN,METROPOLITANA,DISTRITO,ESTACIÓN,BARRIO,ZONA,NRO INTEGRANTES,ESTADO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO III DE POLICIA BARBOSA,ESTACION DE POLICIA JESUS MARIA,VEREDA,RURAL,7,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO III DE POLICIA BARBOSA,ESTACION DE POLICIA BARBOSA,VILLA PAZ,URBANA,32,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO III DE POLICIA BARBOSA,ESTACION DE POLICIA BARBOSA,COMERCIO,URBANA,10,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO IX DE POLICIA MATANZA,ESTACION DE POLICIA VETAS,VEREDA MORTIÑO,RURAL,5,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO IX DE POLICIA MATANZA,ESTACION DE POLICIA CHARTA,VEREDA LA PLAYA,RURAL,6,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO IX DE POLICIA MATANZA,ESTACION DE POLICIA SURATA,VEREDA,RURAL,7,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO I DE POLICIA SAN GIL,ESTACION DE POLICIA MOGOTES,VEREDA EL HOYO,RURAL,9,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO DIEZ DE POLICIA CHARALA,ESTACION DE POLICIA VALLE DE SAN JOSE,VEREDA,RURAL,8,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO VIII DE POLICIA SAN VICENTE DE CHUCURI,ESTACION DE POLICIA ZAPATOCA,VEREDA,RURAL,6,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO II DE POLICIA SOCORRO,ESTACION DE POLICIA EL HATO,VEREDA,RURAL,6,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO II DE POLICIA SOCORRO,ESTACION DE POLICIA GALAN,VEREDA,RURAL,8,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO II DE POLICIA SOCORRO,ESTACION DE POLICIA OIBA,URBANO,URBANA,7,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO II DE POLICIA SOCORRO,ESTACION DE POLICIA SIMACOTA,ALTICO,URBANA,12,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO II DE POLICIA SOCORRO,ESTACION DE POLICIA SIMACOTA,SANTA BARBARA,URBANA,6,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO II DE POLICIA SOCORRO,ESTACION DE POLICIA EL PALMAR,CENTRO,URBANA,10,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO IV DE POLICIA MALAGA,ESTACION DE POLICIA ENCISO,MARGARITAS,RURAL,12,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO V DE POLICIA VELEZ,ESTACION DE POLICIA GUAVATA,CHICO,URBANA,5,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO V DE POLICIA VELEZ,ESTACION DE POLICIA GUAVATA,CENTRO,URBANA,5,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO V DE POLICIA VELEZ,ESTACION DE POLICIA CHIPATA,VEREDA SAN MIGUEL,RURAL,4,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO V DE POLICIA VELEZ,ESTACION DE POLICIA CHIPATA,VEREDA TUBAVITA,RURAL,4,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO I DE POLICIA SAN GIL,ESTACION DE POLICIA SAN GIL,SAN MARTIN,URBANA,9,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO DIEZ DE POLICIA CHARALA,ESTACION DE POLICIA COROMORO,VEREDA,RURAL,4,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO I DE POLICIA SAN GIL,ESTACION DE POLICIA VILLANUEVA,EL PRADO,URBANA,14,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO I DE POLICIA SAN GIL,ESTACION DE POLICIA VILLANUEVA,VEREDA,RURAL,8,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO I DE POLICIA SAN GIL,ESTACION DE POLICIA PINCHOTE,COMERCIO,URBANA,5,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO I DE POLICIA SAN GIL,ESTACION DE POLICIA ARATOCA,BRISAS,URBANA,7,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO II DE POLICIA SOCORRO,ESTACION DE POLICIA GUAPOTA,CENTRO,URBANA,8,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO III DE POLICIA BARBOSA,ESTACION DE POLICIA GAMBITA,CENTRO,URBANA,5,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO III DE POLICIA BARBOSA,ESTACION DE POLICIA PUENTE NACIONAL,VEREDA ALTO,RURAL,8,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO V DE POLICIA VELEZ,ESTACION DE POLICIA LA PAZ,COAPAZ,URBANA,9,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO V DE POLICIA VELEZ,ESTACION DE POLICIA LA PAZ,VILLA POSADA,URBANA,7,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO V DE POLICIA VELEZ,ESTACION DE POLICIA EL PEÑON,LA ESPERANZA,URBANA,13,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO V DE POLICIA VELEZ,ESTACION DE POLICIA EL PEÑON,URBANO,URBANA,7,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO V DE POLICIA VELEZ,ESTACION DE POLICIA EL PEÑON,VARGAS VILA,URBANA,12,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO DIEZ DE POLICIA CHARALA,ESTACION DE POLICIA CHARALA - BASE DE DISTRITO,CENTRO,URBANA,20,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO VI DE POLICIA SABANA DE TORRES,ESTACION DE POLICIA SABANA DE TORRES,ROSA BLANCA,RURAL,5,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO VI DE POLICIA SABANA DE TORRES,ESTACION DE POLICIA SABANA DE TORRES,UNIDOS,URBANA,6,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO II DE POLICIA SOCORRO,ESTACION DE POLICIA EL HATO,CARRACAI,URBANA,6,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO VI DE POLICIA SABANA DE TORRES,ESTACION DE POLICIA EL PLAYON,BARRIO PUEBLO NUEVO,URBANA,10,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO II DE POLICIA SOCORRO,ESTACION DE POLICIA SOCORRO,CENTRO,URBANA,10,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO V DE POLICIA VELEZ,ESTACION DE POLICIA CHIPATA,POBLADO,URBANA,14,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO III DE POLICIA BARBOSA,ESTACION DE POLICIA PUENTE NACIONAL,LA LAJITA,URBANA,11,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO II DE POLICIA SOCORRO,ESTACION DE POLICIA PALMAS DEL SOCORRO,SANTA ISABEL,URBANA,12,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO II DE POLICIA SOCORRO,ESTACION DE POLICIA CHIMA,LAS FLOREZ,URBANA,16,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO TRES DE POLICIA BARBOSA,ESTACION DE POLICIA BARBOSA,EL ENCANTO,URBANA,12,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO VI DE POLICIA SABANA DE TORRES,ESTACION DE POLICIA EL PLAYON,CENTRO,URBANA,10,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO VIII DE POLICIA SAN VICENTE DE CHUCURI,ESTACION DE POLICIA SAN VICENTE DE CHUCURI,VILLA,URBANA,10,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO V DE POLICIA VELEZ,ESTACION DE POLICIA SANTA HELENA DEL OPON,CENTRO,URBANA,4,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO VII DE POLICIA CIMITARRA,ESTACION DE POLICIA CIMITARRA,PINOS,URBANA,10,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO I DE POLICIA SAN GIL,ESTACION DE POLICIA ARATOCA,VEREDA,RURAL,16,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO II DE POLICIA SOCORRO,ESTACION DE POLICIA SOCORRO,VILLA MARIA,URBANA,16,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO SEIS DE POLICIA SABANA DE TORRES,ESTACION DE POLICIA SABANA DE TORRES,PROGRESO,URBANA,10,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO IX DE POLICIA MATANZA,ESTACION DE POLICIA SURATA,VEREDA SAN FRANCISCO,RURAL,11,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO VI DE POLICIA SABANA DE TORRES,ESTACION DE POLICIA RIONEGRO,LA PESA,URBANA,8,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO TRES DE POLICIA BARBOSA,ESTACION DE POLICIA ALBANIA,LA ROSITA,URBANA,4,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO II DE POLICIA SOCORRO,ESTACION DE POLICIA CONTRATACION,EL CONSUELO,URBANA,7,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO II DE POLICIA SOCORRO,ESTACION DE POLICIA GUADALUPE,SAN MARTIN,URBANA,8,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO III DE POLICIA BARBOSA,ESTACION DE POLICIA SUAITA,CENTRO,URBANA,10,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO III DE POLICIA BARBOSA,ESTACION DE POLICIA BARBOSA,VEREDA CRISTALES,RURAL,14,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO III DE POLICIA BARBOSA,ESTACION DE POLICIA BARBOSA,CENTRO,URBANA,7,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO DIEZ DE POLICIA CHARALA,ESTACION DE POLICIA COROMORO,VEREDA FICAL,RURAL,10,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO II DE POLICIA SOCORRO,ESTACION DE POLICIA EL PALMAR,PARQUE CENTRAL,URBANA,10,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO DIEZ DE POLICIA CHARALA,ESTACION DE POLICIA COROMORO,CENTRO,URBANA,13,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO IV DE POLICIA MALAGA,ESTACION DE POLICIA MALAGA,CENTRO,URBANA,8,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO V DE POLICIA VELEZ,ESTACION DE POLICIA VELEZ,CHAPINERO,URBANA,7,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO SEIS DE POLICIA SABANA DE TORRES,ESTACION DE POLICIA SABANA DE TORRES,CENTRO,URBANA,12,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO VIII DE POLICIA SAN VICENTE DE CHUCURI,ESTACION DE POLICIA SAN VICENTE DE CHUCURI,LOS HEROES,URBANA,23,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO VIII DE POLICIA SAN VICENTE DE CHUCURI,ESTACION DE POLICIA BETULIA,MARIA AUXILIADORA,URBANA,12,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO IX DE POLICIA MATANZA,ESTACION DE POLICIA TONA,VEREDA,RURAL,9,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO VII DE POLICIA CIMITARRA,ESTACION DE POLICIA LANDAZURI,BARRIO EL PROGRESO,URBANA,6,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO I DE POLICIA SAN GIL,ESTACION DE POLICIA CURITI,VEREDA,RURAL,16,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO DIEZ DE POLICIA CHARALA,ESTACION DE POLICIA CHARALA - BASE DE DISTRITO,LOS FUNDADORES,URBANA,15,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO III DE POLICIA BARBOSA,ESTACION DE POLICIA FLORIAN,LA UNION,URBANA,8,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO III DE POLICIA BARBOSA,ESTACION DE POLICIA LA BELLEZA,SAN FERNANDO,URBANA,12,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO IV DE POLICIA MALAGA,ESTACION DE POLICIA CERRITO,GIRASOL,URBANA,7,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO V DE POLICIA VELEZ,ESTACION DE POLICIA AGUADA,VEREDA SAN ANTONIO,RURAL,8,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO VI DE POLICIA SABANA DE TORRES,ESTACION DE POLICIA RIONEGRO,CENTRO,URBANA,8,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO VIII DE POLICIA SAN VICENTE DE CHUCURI,ESTACION DE POLICIA ZAPATOCA,LENGERKE,URBANA,7,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO III DE POLICIA BARBOSA,ESTACION DE POLICIA GAMBITA,URBANO,URBANA,8,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO III DE POLICIA BARBOSA,ESTACION DE POLICIA GUEPSA,DIVINO NIÑO,URBANA,10,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO III DE POLICIA BARBOSA,ESTACION DE POLICIA JESUS MARIA,LAS ROSAS,URBANA,7,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO DIEZ DE POLICIA CHARALA,ESTACION DE POLICIA OCAMONTE,VEREDA AGUA FRIA,RURAL,11,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO IV DE POLICIA MALAGA,ESTACION DE POLICIA SAN MIGUEL,BARRIO NUEVO,URBANA,6,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO IX DE POLICIA MATANZA,ESTACION DE POLICIA CALIFORNIA,COMERCIO,URBANA,5,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO VI DE POLICIA SABANA DE TORRES,ESTACION DE POLICIA RIONEGRO,COMERCIO,URBANA,6,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO SEIS DE POLICIA SABANA DE TORRES,ESTACION DE POLICIA SABANA DE TORRES,COMUNEROS,URBANA,7,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO II DE POLICIA SOCORRO,ESTACION DE POLICIA CHIMA,EL PROGRESO,URBANA,14,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO II DE POLICIA SOCORRO,ESTACION DE POLICIA GUAPOTA,VEREDA LAS FLORES,RURAL,13,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO II DE POLICIA SOCORRO,ESTACION DE POLICIA GALAN,PARQUE CENTRAL,URBANA,5,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO II DE POLICIA SOCORRO,ESTACION DE POLICIA CONTRATACION,VILLA MARIA,URBANA,7,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO V DE POLICIA VELEZ,ESTACION DE POLICIA EL PEÑON,BARRIO SAN CARLOS,URBANA,12,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO VIII DE POLICIA SAN VICENTE DE CHUCURI,ESTACION DE POLICIA ZAPATOCA,SAN BERNANDO,URBANA,8,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO VIII DE POLICIA SAN VICENTE DE CHUCURI,ESTACION DE POLICIA BETULIA,EL PEAJE,URBANA,8,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO VII DE POLICIA CIMITARRA,ESTACION DE POLICIA CIMITARRA,BARRIO CENTRO,URBANA,15,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO DIEZ DE POLICIA CHARALA,ESTACION DE POLICIA PARAMO,LA JUVENTUD,URBANA,10,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO III DE POLICIA BARBOSA,ESTACION DE POLICIA PUENTE NACIONAL,URBANO,URBANA,11,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO VII DE POLICIA CIMITARRA,ESTACION DE POLICIA CIMITARRA,LA PIRAGUA,URBANA,15,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO V DE POLICIA VELEZ,ESTACION DE POLICIA LA PAZ,SANTA HELENA,URBANA,10,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO VI DE POLICIA SABANA DE TORRES,ESTACION DE POLICIA EL PLAYON,VEREDA,RURAL,10,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO IV DE POLICIA MALAGA,ESTACION DE POLICIA MOLAGAVITA,CENTRO,URBANA,9,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO II DE POLICIA SOCORRO,ESTACION DE POLICIA GUADALUPE,CENTRO,URBANA,9,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO VIII DE POLICIA SAN VICENTE DE CHUCURI,ESTACION DE POLICIA SAN VICENTE DE CHUCURI,CENTRO,URBANA,6,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO I DE POLICIA SAN GIL,ESTACION DE POLICIA JORDAN SUBE,BARRIO CENTRO,URBANA,4,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO II DE POLICIA SOCORRO,ESTACION DE POLICIA OIBA,COMERCIO,URBANA,8,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO IV DE POLICIA MALAGA,ESTACION DE POLICIA MALAGA,CENTRO,URBANA,7,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO II DE POLICIA SOCORRO,ESTACION DE POLICIA SOCORRO,RINCON,URBANA,8,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO II DE POLICIA SOCORRO,ESTACION DE POLICIA CONFINES,VEREDA CORINTO,RURAL,12,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO II DE POLICIA SOCORRO,ESTACION DE POLICIA CONTRATACION,BARRIO PUEBLO NUEVO,URBANA,13,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO II DE POLICIA SOCORRO,ESTACION DE POLICIA GUADALUPE,URBANO,URBANA,4,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO IV DE POLICIA MALAGA,ESTACION DE POLICIA CARCASI,CENTRO,URBANA,7,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO I DE POLICIA SAN GIL,ESTACION DE POLICIA PINCHOTE,VEREDA,RURAL,6,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO III DE POLICIA BARBOSA,ESTACION DE POLICIA GUEPSA,SANTO DOMINGO SABIO,URBANA,9,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO II DE POLICIA SOCORRO,ESTACION DE POLICIA GUAPOTA,LOS CEREZOS,URBANA,13,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO VII DE POLICIA CIMITARRA,ESTACION DE POLICIA LANDAZURI,BARRIO LAS BRISAS,URBANA,6,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO V DE POLICIA VELEZ,ESTACION DE POLICIA LA PAZ,PABLO VI,URBANA,12,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO DIEZ DE POLICIA CHARALA,ESTACION DE POLICIA VALLE DE SAN JOSE,EL PORTAL,URBANA,14,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO III DE POLICIA BARBOSA,ESTACION DE POLICIA ALBANIA,BARRIO CENTRO,URBANA,7,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO III DE POLICIA BARBOSA,ESTACION DE POLICIA SUCRE,LA VIRGEN,URBANA,6,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO DIEZ DE POLICIA CHARALA,ESTACION DE POLICIA COROMORO,CENTRO,URBANA,8,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO VII DE POLICIA CIMITARRA,ESTACION DE POLICIA CIMITARRA,LAGOS,URBANA,7,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO VII DE POLICIA CIMITARRA,ESTACION DE POLICIA CIMITARRA,LAGOS,URBANA,14,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO III DE POLICIA BARBOSA,ESTACION DE POLICIA FLORIAN,TISQUIZOQUE,URBANA,8,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO VIII DE POLICIA SAN VICENTE DE CHUCURI,ESTACION DE POLICIA SAN VICENTE DE CHUCURI,COMERCIO,URBANA,12,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO III DE POLICIA BARBOSA,ESTACION DE POLICIA JESUS MARIA,LA BOMBA,URBANA,7,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO II DE POLICIA SOCORRO,ESTACION DE POLICIA GALAN,FLORESTA,URBANA,10,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO III DE POLICIA BARBOSA,ESTACION DE POLICIA PUENTE NACIONAL,PROGRESO,URBANA,8,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO III DE POLICIA BARBOSA,ESTACION DE POLICIA SUAITA,COMERCIO,URBANA,13,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO DIEZ DE POLICIA CHARALA,ESTACION DE POLICIA COROMORO,LAURELES,URBANA,22,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO VIII DE POLICIA SAN VICENTE DE CHUCURI,ESTACION DE POLICIA SAN VICENTE DE CHUCURI,PRIMERO DE ABRIL,URBANA,13,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO DIEZ DE POLICIA CHARALA,ESTACION DE POLICIA OCAMONTE,BARRIO NUEVO,URBANA,12,ACTIVO
REGION DE POLICIA No. CINCO,DEPARTAMENTO DE POLICIA SANTANDER,DISTRITO II DE POLICIA SOCORRO,ESTACION DE POLICIA CONFINES,COMERCIO,URBANA,11,ACTIVO
